id,title,created_date,updated_date,comments_count,html_url
59503227,"Reduce the size of webmakerLogin in dist/",2015-03-02T16:18:21Z,2015-03-02T16:58:25Z,1,https://github.com/mozilla/webmaker-login-ux/issues/167
57654092,"Replace reference to goggles.webmaker.org",2015-02-13T21:06:49Z,2015-02-13T21:06:49Z,0,https://github.com/mozilla/webmaker-login-ux/issues/165
55675054,"Style conflict for login modal on goggles",2015-01-27T21:11:53Z,2015-01-27T21:12:41Z,0,https://github.com/mozilla/webmaker-login-ux/issues/162
55674906,"Not picking up locale setting on goggles",2015-01-27T21:10:45Z,2015-01-27T21:10:45Z,0,https://github.com/mozilla/webmaker-login-ux/issues/161
55634151,"Login email: content and formatting issues",2015-01-27T15:45:49Z,2015-02-03T14:58:25Z,1,https://github.com/mozilla/webmaker-login-ux/issues/160
55518161,"Suggestions for string changes",2015-01-26T18:23:58Z,2015-01-26T18:23:58Z,0,https://github.com/mozilla/webmaker-login-ux/issues/157
55197975,"Checkboxes are [hilariously] sideways in Safari",2015-01-22T19:34:09Z,2015-01-22T19:41:23Z,4,https://github.com/mozilla/webmaker-login-ux/issues/154
54811764,"Warn user if they try to use a weak password",2015-01-19T21:01:04Z,2015-01-19T21:01:04Z,0,https://github.com/mozilla/webmaker-login-ux/issues/153
54811544,"Documentation for implementing login 3",2015-01-19T20:58:49Z,2015-01-19T20:58:49Z,0,https://github.com/mozilla/webmaker-login-ux/issues/152
54811452,"Email entry in Join flow has broken validation",2015-01-19T20:57:54Z,2015-01-19T20:57:54Z,0,https://github.com/mozilla/webmaker-login-ux/issues/151
54336877,"Error when building via browserify",2015-01-14T15:45:17Z,2015-05-12T20:23:20Z,10,https://github.com/mozilla/webmaker-login-ux/issues/146
54088465,"Join Webmaker Checkbox UI cannot be toggled with spacebar ",2015-01-12T18:25:39Z,2015-01-13T20:32:48Z,1,https://github.com/mozilla/webmaker-login-ux/issues/144
54075990,"Webmaker Login Problem ",2015-01-12T16:41:54Z,2015-01-12T17:32:14Z,1,https://github.com/mozilla/webmaker-login-ux/issues/142
53573416,"Expiring tokens show UI roughness",2015-01-06T22:44:17Z,2015-01-06T23:04:32Z,3,https://github.com/mozilla/webmaker-login-ux/issues/135
53572804,"Email with token has escaped html",2015-01-06T22:37:56Z,2015-01-07T15:55:40Z,2,https://github.com/mozilla/webmaker-login-ux/issues/134
53463605,"switching to &quot;password&quot; or &quot;webmaker login&quot; uses a javascript `.prompt()` ",2015-01-05T23:53:58Z,2015-01-15T23:29:04Z,1,https://github.com/mozilla/webmaker-login-ux/issues/131
53463499,"the &quot;forgot your password?&quot; link uses an I-bar cursor instead of the pointer",2015-01-05T23:52:31Z,2015-01-19T21:59:29Z,4,https://github.com/mozilla/webmaker-login-ux/issues/130
52782926,"Token remains in URL post login",2014-12-23T23:17:44Z,2015-01-06T23:25:32Z,0,https://github.com/mozilla/webmaker-login-ux/issues/123
52701048,"User menu incomplete on goggles",2014-12-22T23:47:46Z,2014-12-22T23:49:36Z,0,https://github.com/mozilla/webmaker-login-ux/issues/122
52700829,"Tiny text on Join in Goggles",2014-12-22T23:43:55Z,2014-12-22T23:49:09Z,0,https://github.com/mozilla/webmaker-login-ux/issues/120
52699427,"Logout link cursor on hover ",2014-12-22T23:22:38Z,2015-01-16T17:37:47Z,2,https://github.com/mozilla/webmaker-login-ux/issues/118
52699014,"Login email text",2014-12-22T23:16:47Z,2014-12-22T23:43:33Z,0,https://github.com/mozilla/webmaker-login-ux/issues/117
52696658,"Used &quot;reset password&quot; links are not helpful",2014-12-22T22:45:05Z,2015-01-22T19:37:02Z,5,https://github.com/mozilla/webmaker-login-ux/issues/114
52695640,"&quot;try X-Ray Goggles&quot; upon sign-up success doesn't always show up",2014-12-22T22:32:17Z,2014-12-23T23:37:48Z,4,https://github.com/mozilla/webmaker-login-ux/issues/112
52694384,"Clicking on &quot;Terms&quot; and &quot;Privacy Policy&quot; navigates user away from page",2014-12-22T22:15:29Z,2014-12-22T22:20:57Z,0,https://github.com/mozilla/webmaker-login-ux/issues/110
52693091,"&quot;Heads up!&quot; alert has hard-to-distinguish link color",2014-12-22T21:59:48Z,2014-12-22T23:09:14Z,1,https://github.com/mozilla/webmaker-login-ux/issues/109
52692552,"Traceback on page load in IE11",2014-12-22T21:53:18Z,2014-12-22T22:20:27Z,2,https://github.com/mozilla/webmaker-login-ux/issues/108
52691339,"Checkbox looks strange on Mobile Safari",2014-12-22T21:38:58Z,2014-12-22T21:38:58Z,0,https://github.com/mozilla/webmaker-login-ux/issues/103
52690847,"Email validation starts on keyup",2014-12-22T21:32:40Z,2014-12-22T23:07:46Z,1,https://github.com/mozilla/webmaker-login-ux/issues/102
52272888,"grunt dev failures",2014-12-17T18:16:21Z,2014-12-17T18:16:21Z,0,https://github.com/mozilla/webmaker-login-ux/issues/96
51507445,"Improve Documentation",2014-12-10T01:39:27Z,2014-12-22T21:44:52Z,1,https://github.com/mozilla/webmaker-login-ux/issues/89
50197334,"&quot;Remember me for one year&quot; wraps to next line in mobile",2014-11-26T16:13:13Z,2014-12-22T21:57:05Z,0,https://github.com/mozilla/webmaker-login-ux/issues/85
48711866,"clarifying ui instructions. small copy edits.",2014-11-13T23:58:40Z,2014-11-13T23:58:40Z,0,https://github.com/mozilla/webmaker-login-ux/pull/69
47633150,"Add compiled source comparison to `grunt verify` ",2014-11-03T19:25:24Z,2014-11-03T19:27:08Z,1,https://github.com/mozilla/webmaker-login-ux/issues/52
47277119,"remove instant login uid and token from url after processing them",2014-10-30T14:36:03Z,2014-10-30T14:36:16Z,0,https://github.com/mozilla/webmaker-login-ux/issues/47
46528704,"Better handling for failed insta-logins",2014-10-22T16:12:35Z,2014-10-22T16:12:35Z,0,https://github.com/mozilla/webmaker-login-ux/issues/39
46126814,"Enable support for multiple languages in plain js",2014-10-17T18:01:41Z,2014-10-17T18:02:56Z,0,https://github.com/mozilla/webmaker-login-ux/issues/28
45910772,"[plainJS] Keyboard Events",2014-10-15T19:53:03Z,2014-10-17T18:42:39Z,0,https://github.com/mozilla/webmaker-login-ux/issues/19
45910693,"[plainJS] Add modal transitions",2014-10-15T19:52:26Z,2014-10-17T18:42:48Z,0,https://github.com/mozilla/webmaker-login-ux/issues/18
121059601,"Update should to version 8.0.0 🚀",2015-12-08T17:39:16Z,2015-12-08T17:39:16Z,0,https://github.com/mozilla/webmaker-core/pull/917
120644606,"Update babel-core to version 6.3.15 🚀",2015-12-06T16:41:27Z,2015-12-06T16:41:27Z,0,https://github.com/mozilla/webmaker-core/pull/916
120498933,"Make sure thumbs include new background colors",2015-12-04T22:24:52Z,2015-12-04T22:24:52Z,0,https://github.com/mozilla/webmaker-core/issues/915
120441969,"Update logo on Mozilla Assets page",2015-12-04T16:53:56Z,2015-12-04T16:53:56Z,0,https://github.com/mozilla/webmaker-core/issues/912
120402167,"Update babel to version 6.3.13 🚀",2015-12-04T13:31:51Z,2015-12-04T13:31:51Z,0,https://github.com/mozilla/webmaker-core/pull/911
120401297,"Update babel-core to version 6.3.13 🚀",2015-12-04T13:26:17Z,2015-12-04T13:26:18Z,0,https://github.com/mozilla/webmaker-core/pull/910
120281226,"Add padding to text element for background color",2015-12-03T22:07:23Z,2015-12-04T17:28:01Z,1,https://github.com/mozilla/webmaker-core/issues/908
120280926,"UI polish - tinker color",2015-12-03T22:05:20Z,2015-12-03T22:05:20Z,0,https://github.com/mozilla/webmaker-core/issues/907
120280328,"Text element background tinker color starts with zero opactiy",2015-12-03T22:02:01Z,2015-12-03T22:02:01Z,0,https://github.com/mozilla/webmaker-core/issues/906
120256840,"Add featured tags to discover",2015-12-03T19:59:32Z,2015-12-03T19:59:32Z,0,https://github.com/mozilla/webmaker-core/issues/905
120256260,"Linkify tags in description",2015-12-03T19:57:00Z,2015-12-04T15:44:24Z,1,https://github.com/mozilla/webmaker-core/issues/904
120254876,"adding descriptions",2015-12-03T19:50:59Z,2015-12-04T20:27:27Z,4,https://github.com/mozilla/webmaker-core/pull/903
119810121,"Count project views etcetera",2015-12-01T21:18:22Z,2015-12-03T19:00:39Z,6,https://github.com/mozilla/webmaker-core/issues/902
119781073,"Stop randomizing Discover",2015-12-01T18:43:41Z,2015-12-01T18:43:41Z,0,https://github.com/mozilla/webmaker-core/issues/901
119770618,"Add EditorConfig",2015-12-01T17:44:06Z,2015-12-01T18:17:01Z,1,https://github.com/mozilla/webmaker-core/issues/898
119319993,"Update lru-cache to version 3.2.0 🚀",2015-11-28T21:54:19Z,2015-11-28T21:54:19Z,0,https://github.com/mozilla/webmaker-core/pull/889
119036544,"Update react-hammerjs to version 0.4.3 🚀",2015-11-26T12:34:21Z,2015-11-26T12:34:21Z,0,https://github.com/mozilla/webmaker-core/pull/883
118948062,"Update classnames to version 2.2.1 🚀",2015-11-26T00:36:34Z,2015-11-26T00:36:35Z,0,https://github.com/mozilla/webmaker-core/pull/882
118753483,"Add element selection border to cropped elements ",2015-11-25T03:37:47Z,2015-11-25T03:37:47Z,0,https://github.com/mozilla/webmaker-core/issues/879
118721441,"Update react-intl to version 1.2.2 🚀",2015-11-24T22:55:23Z,2015-11-24T22:55:23Z,0,https://github.com/mozilla/webmaker-core/pull/878
118511694,"Add localized languages",2015-11-24T01:24:51Z,2015-12-01T15:44:36Z,2,https://github.com/mozilla/webmaker-core/issues/871
118491536,"Release 1.5.4",2015-11-23T22:51:58Z,2015-12-04T22:31:11Z,7,https://github.com/mozilla/webmaker-core/issues/869
118440152,"Tap +element icon should deselect current element",2015-11-23T18:17:25Z,2015-11-23T18:17:25Z,0,https://github.com/mozilla/webmaker-core/issues/863
118438343,"Add healthcheck",2015-11-23T18:06:27Z,2015-11-23T22:14:35Z,0,https://github.com/mozilla/webmaker-core/issues/862
118281689,"Add a more specific error text for no connection",2015-11-22T18:58:57Z,2015-11-23T22:18:01Z,0,https://github.com/mozilla/webmaker-core/issues/859
118208071,"Don't trim spaces in Text element",2015-11-21T16:57:31Z,2015-12-03T22:39:02Z,0,https://github.com/mozilla/webmaker-core/issues/858
118153038,"Only allow setting a in-project link for multi-page projects",2015-11-21T00:03:23Z,2015-12-03T22:09:01Z,1,https://github.com/mozilla/webmaker-core/issues/857
118147954,"Warn on nav to missing view",2015-11-20T23:21:56Z,2015-11-24T19:14:28Z,1,https://github.com/mozilla/webmaker-core/issues/855
118135188,"Think about use-cases and content partners",2015-11-20T22:00:42Z,2015-11-20T22:00:42Z,0,https://github.com/mozilla/webmaker-core/issues/853
118112274,"Prep analytics for upcoming features",2015-11-20T19:42:51Z,2015-11-23T13:24:03Z,1,https://github.com/mozilla/webmaker-core/issues/851
117951119,"Green arrow should dismiss keyboard in project settings",2015-11-20T02:12:42Z,2015-11-20T02:12:42Z,0,https://github.com/mozilla/webmaker-core/issues/847
117949866,"UI Polish - FTU ",2015-11-20T01:58:33Z,2015-11-30T16:42:21Z,0,https://github.com/mozilla/webmaker-core/issues/846
117921229,"Add option to render projects in browser without header",2015-11-19T22:18:01Z,2015-11-19T22:25:10Z,1,https://github.com/mozilla/webmaker-core/issues/845
117920451,"Links to URLs - can we intercept links to projects? ",2015-11-19T22:13:42Z,2015-12-04T17:30:22Z,6,https://github.com/mozilla/webmaker-core/issues/844
117919827,"Discuss - discover sidebar for desktop",2015-11-19T22:10:46Z,2015-11-19T22:10:46Z,0,https://github.com/mozilla/webmaker-core/issues/843
117916462,"Block pull to refresh from project settings",2015-11-19T21:55:55Z,2015-11-19T21:56:31Z,0,https://github.com/mozilla/webmaker-core/issues/841
117916000,"Don't auto-refresh Projects ",2015-11-19T21:53:19Z,2015-12-01T16:42:06Z,1,https://github.com/mozilla/webmaker-core/issues/840
117913762,"UI Polish - Loading indicator",2015-11-19T21:40:41Z,2015-11-30T16:42:28Z,2,https://github.com/mozilla/webmaker-core/issues/839
117910270,"Webmaker requires &quot;uninstall for all users&quot;",2015-11-19T21:20:25Z,2015-11-19T21:20:25Z,0,https://github.com/mozilla/webmaker-core/issues/838
117909216,"UI Polish - Discover",2015-11-19T21:14:28Z,2015-11-24T15:53:29Z,0,https://github.com/mozilla/webmaker-core/issues/832
117776646,"x86 device - app is super slow",2015-11-19T09:42:55Z,2015-11-19T17:00:35Z,3,https://github.com/mozilla/webmaker-core/issues/827
117727462,"Update react to version 0.14.3 🚀",2015-11-19T02:28:49Z,2015-11-19T16:16:55Z,1,https://github.com/mozilla/webmaker-core/pull/825
117703039,"Nice to clean/discuss: Text edits indicator",2015-11-18T23:06:55Z,2015-11-19T09:12:18Z,0,https://github.com/mozilla/webmaker-core/issues/820
117701481,"Text on button - white shadow",2015-11-18T22:56:46Z,2015-11-19T03:46:12Z,0,https://github.com/mozilla/webmaker-core/issues/819
117631281,"Add &quot;Project Details&quot; to more actions modal in Make view",2015-11-18T16:57:21Z,2015-12-03T22:09:01Z,0,https://github.com/mozilla/webmaker-core/issues/809
117630882,"System back does not dismiss modal in Make view ",2015-11-18T16:55:29Z,2015-11-18T16:55:29Z,0,https://github.com/mozilla/webmaker-core/issues/808
117629574,"Infinite scroll seems to be finite",2015-11-18T16:50:34Z,2015-12-01T18:44:12Z,5,https://github.com/mozilla/webmaker-core/issues/805
117323043,"Update babel-loader to version 6.2.0 🚀",2015-11-17T10:15:22Z,2015-11-17T10:15:22Z,0,https://github.com/mozilla/webmaker-core/pull/800
117163246,"Build tag list view",2015-11-16T16:29:07Z,2015-12-03T22:16:57Z,4,https://github.com/mozilla/webmaker-core/issues/795
117161293,"Build project descriptions",2015-11-16T16:20:22Z,2015-12-04T16:27:08Z,4,https://github.com/mozilla/webmaker-core/issues/794
116945276,"Prompt for Title",2015-11-14T18:56:29Z,2015-11-14T18:56:29Z,0,https://github.com/mozilla/webmaker-core/issues/793
116817241,"Make Project Thumbnails Full Height",2015-11-13T17:55:32Z,2015-12-03T22:09:00Z,6,https://github.com/mozilla/webmaker-core/issues/788
116594811,"load time",2015-11-12T17:09:51Z,2015-11-24T00:11:02Z,2,https://github.com/mozilla/webmaker-core/issues/781
116589036,"Deal with RAM leaks caused by some incorrect usage patterns of Context",2015-11-12T16:43:15Z,2015-12-01T16:41:57Z,0,https://github.com/mozilla/webmaker-core/issues/780
115740461,"Remove login requirement for new users",2015-11-08T15:49:37Z,2015-11-12T18:00:33Z,0,https://github.com/mozilla/webmaker-core/issues/774
115739043,"disable scrolling of loading spinner",2015-11-08T15:12:57Z,2015-11-12T18:00:33Z,0,https://github.com/mozilla/webmaker-core/issues/773
115724887,"implement hashtags",2015-11-08T11:02:58Z,2015-12-03T20:00:53Z,4,https://github.com/mozilla/webmaker-core/issues/772
114434780,"Change color for count indicator in project name",2015-10-31T21:12:08Z,2015-11-12T09:59:47Z,0,https://github.com/mozilla/webmaker-core/issues/759
114434744,"Use Capital for name projects",2015-10-31T21:11:02Z,2015-11-12T17:58:04Z,0,https://github.com/mozilla/webmaker-core/issues/758
114072591,"Implement custom title on Author view",2015-10-29T15:18:46Z,2015-11-02T17:23:12Z,4,https://github.com/mozilla/webmaker-core/issues/750
113652988,"Rebundle React and React DOM",2015-10-27T18:38:13Z,2015-11-16T22:03:55Z,1,https://github.com/mozilla/webmaker-core/issues/748
113652534,"Upgrade hapi in webmaker-browser",2015-10-27T18:35:51Z,2015-11-16T22:03:55Z,2,https://github.com/mozilla/webmaker-core/issues/747
113629799,"Add beautiful content to Webmaker",2015-10-27T16:52:39Z,2015-12-01T18:30:46Z,1,https://github.com/mozilla/webmaker-core/issues/745
113629200,"Make it easier to flag featured projects",2015-10-27T16:49:39Z,2015-11-12T17:58:50Z,0,https://github.com/mozilla/webmaker-core/issues/743
113628476,"Enable users to add link to hashtags ",2015-10-27T16:46:01Z,2015-12-03T22:12:55Z,0,https://github.com/mozilla/webmaker-core/issues/742
113624952,"Add page to page nav with in page editor",2015-10-27T16:29:24Z,2015-12-01T18:37:00Z,0,https://github.com/mozilla/webmaker-core/issues/741
113624143,"Persist styles on new elements",2015-10-27T16:25:32Z,2015-12-01T18:29:07Z,5,https://github.com/mozilla/webmaker-core/issues/740
113623501,"Enable duplicate or copy an element",2015-10-27T16:22:41Z,2015-10-27T16:22:41Z,0,https://github.com/mozilla/webmaker-core/issues/739
113621669,"Favourites",2015-10-27T16:14:13Z,2015-12-01T18:31:01Z,0,https://github.com/mozilla/webmaker-core/issues/738
113422926,"Discussion: Maintain 2 APKs - for old and new Android devices",2015-10-26T18:39:10Z,2015-11-12T18:21:14Z,7,https://github.com/mozilla/webmaker-core/issues/736
112835002,"&quot;Name This Project&quot; CTA",2015-10-22T15:57:40Z,2015-11-12T18:23:47Z,0,https://github.com/mozilla/webmaker-core/issues/729
112663513,"API for Discover hashtags",2015-10-21T19:37:37Z,2015-12-03T20:01:16Z,29,https://github.com/mozilla/webmaker-core/issues/727
112622410,"Identify UX events for analytics",2015-10-21T16:00:44Z,2015-11-12T17:58:50Z,4,https://github.com/mozilla/webmaker-core/issues/726
112499466,"Browser player briefly shows &quot;Untitled Project&quot; when loading a project.",2015-10-21T02:31:03Z,2015-10-21T14:53:33Z,1,https://github.com/mozilla/webmaker-core/issues/723
112481308,"Android needs open Auth sign up and sign in authentication on app. Smartlock openAuth openID Android",2015-10-20T23:31:45Z,2015-11-16T17:48:02Z,1,https://github.com/mozilla/webmaker-core/issues/722
112441004,"Enhance button style and color",2015-10-20T19:17:25Z,2015-10-20T20:16:08Z,2,https://github.com/mozilla/webmaker-core/issues/719
112424872,"Visual Audit of Webmaker in Tablets",2015-10-20T17:59:12Z,2015-11-12T17:58:50Z,0,https://github.com/mozilla/webmaker-core/issues/718
112396041,"Update all dependencies 🌴",2015-10-20T15:34:54Z,2015-10-20T15:44:10Z,0,https://github.com/mozilla/webmaker-core/pull/717
112217659,"Keep images below text elements",2015-10-19T19:43:07Z,2015-12-03T22:09:00Z,12,https://github.com/mozilla/webmaker-core/issues/716
111898087,"Add photos to device gallery",2015-10-16T19:42:30Z,2015-12-03T20:12:19Z,0,https://github.com/mozilla/webmaker-core/issues/709
111896556,"Add opacity to text element",2015-10-16T19:33:03Z,2015-11-12T18:11:38Z,0,https://github.com/mozilla/webmaker-core/issues/708
111895449,"Consider react-less rendering in browser-based viewer",2015-10-16T19:25:26Z,2015-11-12T17:58:50Z,3,https://github.com/mozilla/webmaker-core/issues/707
110038282,"Reset password link is hard coded to production environment",2015-10-06T15:40:34Z,2015-11-19T03:47:24Z,0,https://github.com/mozilla/webmaker-core/issues/695
109592600,"Possibly refactor custom dispatcher w. Redux",2015-10-03T00:16:25Z,2015-10-03T00:16:25Z,0,https://github.com/mozilla/webmaker-core/issues/689
109162978,"&quot;Best of&quot; Content",2015-09-30T19:35:03Z,2015-11-16T22:14:52Z,7,https://github.com/mozilla/webmaker-core/issues/688
109141027,"Let's Play!",2015-09-30T17:29:53Z,2015-11-16T22:15:17Z,0,https://github.com/mozilla/webmaker-core/issues/687
109112119,"Preparing for Android 6.0 Support",2015-09-30T15:08:21Z,2015-11-12T17:50:17Z,3,https://github.com/mozilla/webmaker-core/issues/685
108987560,"Potential Optimization: shouldComponentUpdate",2015-09-30T00:41:04Z,2015-11-02T18:50:07Z,3,https://github.com/mozilla/webmaker-core/issues/684
108378601,"Test embedded Webmaker",2015-09-25T18:01:17Z,2015-09-25T18:23:04Z,4,https://github.com/mozilla/webmaker-core/issues/680
108375504,"Create Thimble tutorial on embedding Webmaker",2015-09-25T17:45:18Z,2015-11-16T22:12:51Z,1,https://github.com/mozilla/webmaker-core/issues/679
108362615,"SWOT on learning products",2015-09-25T16:48:24Z,2015-10-08T22:14:39Z,8,https://github.com/mozilla/webmaker-core/issues/678
107269877,"Share notable projects on the web",2015-09-18T20:14:41Z,2015-11-16T22:12:51Z,2,https://github.com/mozilla/webmaker-core/issues/671
106540516,"Give users more fonts to customize their text",2015-09-15T11:57:38Z,2015-09-15T23:50:48Z,5,https://github.com/mozilla/webmaker-core/issues/660
105890932,"Can't export projects nicely into Thimble",2015-09-10T20:25:19Z,2015-10-06T15:48:36Z,5,https://github.com/mozilla/webmaker-core/issues/653
105887839,"Offer option to embed via browser-based UI",2015-09-10T20:05:47Z,2015-09-25T17:33:16Z,0,https://github.com/mozilla/webmaker-core/issues/652
105798914,"Add &quot;keep private&quot; to enable drafts of longterm projects",2015-09-10T12:45:43Z,2015-11-12T17:48:42Z,15,https://github.com/mozilla/webmaker-core/issues/651
105797890,"implement the ability to move pages around ",2015-09-10T12:39:17Z,2015-11-30T16:42:47Z,8,https://github.com/mozilla/webmaker-core/issues/650
105699097,"Add a hashtag to shares",2015-09-09T22:48:46Z,2015-09-11T21:53:59Z,0,https://github.com/mozilla/webmaker-core/issues/649
105388189,"Enhancing Discover and sense of activity",2015-09-08T14:05:15Z,2015-09-15T12:04:37Z,11,https://github.com/mozilla/webmaker-core/issues/640
105037225,"Implement double tap to edit",2015-09-05T16:51:59Z,2015-10-08T18:26:20Z,2,https://github.com/mozilla/webmaker-core/issues/639
105035850,"Position of 3 elements moves when you leave the page",2015-09-05T16:28:44Z,2015-11-16T22:05:47Z,1,https://github.com/mozilla/webmaker-core/issues/637
105035494,"When editing text double tapping is very slow ",2015-09-05T16:19:28Z,2015-11-16T22:03:55Z,0,https://github.com/mozilla/webmaker-core/issues/636
104884563,"Consider ways to explore project in discovery and beyond",2015-09-04T12:48:07Z,2015-09-04T13:35:41Z,1,https://github.com/mozilla/webmaker-core/issues/633
104715171,"Idea - Discovery on Desktop",2015-09-03T14:58:13Z,2015-09-03T19:32:09Z,2,https://github.com/mozilla/webmaker-core/issues/628
